case_id,customer_id,ingested_at,ai_confidence,ai_decision,difficulty_score,customer_tier,country_risk_tier,true_outcome,case_value_usd
CASE_0465_20260322,CUST_303928,2026-03-22T04:25:00Z,0.621,APPROVE,4,private_banking,1,,204416.56
CASE_0466_20260513,CUST_997859,2026-05-13T19:51:00Z,0.967,APPROVE,3,retail,3,,230401.92
CASE_0467_20260423,CUST_447428,2026-04-23T01:04:00Z,0.862,EDD_REQUIRED,2,retail,1,EDD_REQUIRED,246604.62
CASE_0468_20260505,CUST_334713,2026-05-05T15:12:00Z,0.853,APPROVE,3,sme,4,,235645.47
CASE_0469_20260329,CUST_714131,2026-03-29T13:40:00Z,0.982,APPROVE,1,retail,3,EDD_REQUIRED,172263.69
CASE_0470_20260510,CUST_775432,2026-05-10T20:57:00Z,0.972,APPROVE,2,retail,2,,77477.87
CASE_0471_20260512,CUST_254947,2026-05-12T21:39:00Z,0.705,APPROVE,3,retail,1,APPROVE,151562.37
CASE_0472_20260311,CUST_338850,2026-03-11T11:20:00Z,0.44,APPROVE,4,retail,2,,163099.99
CASE_0473_20260306,CUST_269518,2026-03-06T10:04:00Z,0.899,APPROVE,4,retail,4,,133191.83
CASE_0474_20260415,CUST_328470,2026-04-15T04:07:00Z,0.966,APPROVE,2,retail,4,APPROVE,76824.29
CASE_0475_20260404,CUST_407186,2026-04-04T07:03:00Z,0.982,APPROVE,2,retail,1,APPROVE,195557.9
CASE_0476_20260421,CUST_918301,2026-04-21T00:33:00Z,0.939,APPROVE,2,retail,3,APPROVE,248538.18
CASE_0477_20260317,CUST_304506,2026-03-17T06:36:00Z,0.879,APPROVE,3,sme,3,APPROVE,17041.21
CASE_0478_20260401,CUST_414791,2026-04-01T01:56:00Z,0.951,APPROVE,1,retail,1,,171741.73
CASE_0479_20260412,CUST_925979,2026-04-12T12:43:00Z,0.659,APPROVE,5,retail,1,,126554.96
CASE_0480_20260319,CUST_733577,2026-03-19T11:23:00Z,0.623,APPROVE,5,retail,4,,46786.81
CASE_0481_20260328,CUST_276310,2026-03-28T00:30:00Z,0.646,APPROVE,5,private_banking,1,APPROVE,52843.39
CASE_0482_20260302,CUST_578882,2026-03-02T03:08:00Z,0.882,APPROVE,3,retail,4,,111887.98
CASE_0483_20260520,CUST_462369,2026-05-20T05:09:00Z,0.984,APPROVE,1,private_banking,4,APPROVE,48872.53
CASE_0484_20260328,CUST_140104,2026-03-28T04:25:00Z,0.893,APPROVE,3,retail,2,APPROVE,19453.75
CASE_0485_20260428,CUST_429268,2026-04-28T02:01:00Z,0.867,APPROVE,2,retail,1,REJECT,173815.76
CASE_0486_20260419,CUST_835010,2026-04-19T15:46:00Z,0.742,APPROVE,3,retail,2,APPROVE,47718.44
CASE_0487_20260429,CUST_639981,2026-04-29T11:54:00Z,0.911,APPROVE,1,retail,3,APPROVE,153387.75
CASE_0488_20260520,CUST_849548,2026-05-20T22:41:00Z,0.619,EDD_REQUIRED,4,sme,2,APPROVE,49988.77
CASE_0489_20260506,CUST_346615,2026-05-06T22:40:00Z,0.554,APPROVE,4,retail,3,APPROVE,59707.12
CASE_0490_20260522,CUST_113482,2026-05-22T17:52:00Z,0.905,APPROVE,2,retail,1,APPROVE,128774.59
CASE_0491_20260521,CUST_967387,2026-05-21T12:48:00Z,0.643,APPROVE,5,retail,2,,103336.46
CASE_0492_20260310,CUST_886765,2026-03-10T19:41:00Z,0.91,APPROVE,1,sme,3,APPROVE,82904.22
CASE_0493_20260426,CUST_352915,2026-04-26T05:14:00Z,0.893,APPROVE,2,retail,1,APPROVE,166760.09
CASE_0494_20260420,CUST_892910,2026-04-20T23:40:00Z,0.977,APPROVE,1,retail,1,APPROVE,65825.12
CASE_0495_20260315,CUST_775216,2026-03-15T10:17:00Z,0.868,APPROVE,2,private_banking,3,APPROVE,126945.85
CASE_0496_20260418,CUST_763456,2026-04-18T12:11:00Z,0.931,APPROVE,1,retail,2,APPROVE,163325.7
CASE_0497_20260519,CUST_672754,2026-05-19T05:19:00Z,0.887,APPROVE,3,retail,4,APPROVE,118822.55
CASE_0498_20260324,CUST_476200,2026-03-24T14:21:00Z,0.719,APPROVE,3,retail,2,APPROVE,180150.97
CASE_0499_20260523,CUST_807125,2026-05-23T01:49:00Z,0.899,APPROVE,2,retail,1,EDD_REQUIRED,219239.42
CASE_0500_20260525,CUST_406939,2026-05-25T16:48:00Z,0.869,APPROVE,3,sme,4,APPROVE,209947.38
CASE_0501_20260403,CUST_543591,2026-04-03T11:20:00Z,0.984,EDD_REQUIRED,2,retail,1,,31781.8
CASE_0502_20260512,CUST_853672,2026-05-12T19:48:00Z,0.679,APPROVE,5,retail,2,,172652.11
CASE_0503_20260327,CUST_879288,2026-03-27T23:06:00Z,0.856,APPROVE,4,retail,1,,214932.97
CASE_0504_20260317,CUST_253541,2026-03-17T08:37:00Z,0.652,EDD_REQUIRED,4,sme,1,,3431.0
CASE_0505_20260325,CUST_626283,2026-03-25T07:09:00Z,0.966,APPROVE,1,private_banking,2,APPROVE,116916.05
CASE_0506_20260515,CUST_960439,2026-05-15T20:50:00Z,0.948,APPROVE,2,sme,4,,123187.78
CASE_0507_20260515,CUST_152379,2026-05-15T10:03:00Z,0.56,APPROVE,4,retail,2,,228028.24
CASE_0508_20260518,CUST_830861,2026-05-18T03:37:00Z,0.96,APPROVE,1,retail,2,,70207.32
CASE_0509_20260527,CUST_418706,2026-05-27T18:41:00Z,0.981,APPROVE,1,retail,2,,1850.24
CASE_0510_20260508,CUST_770296,2026-05-08T18:20:00Z,0.973,APPROVE,1,sme,1,,119496.27
CASE_0511_20260509,CUST_121825,2026-05-09T08:13:00Z,0.836,EDD_REQUIRED,3,retail,1,,138857.59
CASE_0512_20260420,CUST_780319,2026-04-20T18:19:00Z,0.961,APPROVE,2,retail,2,,67535.66
CASE_0513_20260307,CUST_146459,2026-03-07T05:36:00Z,0.901,APPROVE,2,retail,2,,36690.66
CASE_0514_20260330,CUST_836756,2026-03-30T04:01:00Z,0.799,APPROVE,2,retail,1,APPROVE,132053.31
CASE_0515_20260519,CUST_477981,2026-05-19T02:54:00Z,0.951,APPROVE,1,sme,3,APPROVE,64014.93
CASE_0516_20260520,CUST_170672,2026-05-20T14:17:00Z,0.801,APPROVE,4,retail,1,APPROVE,130971.88
CASE_0517_20260404,CUST_803673,2026-04-04T02:55:00Z,0.737,APPROVE,4,sme,2,APPROVE,180114.32
CASE_0518_20260428,CUST_480898,2026-04-28T00:54:00Z,0.905,APPROVE,2,retail,3,EDD_REQUIRED,46322.63
CASE_0519_20260328,CUST_667100,2026-03-28T20:18:00Z,0.895,APPROVE,3,retail,3,APPROVE,124581.52
CASE_0520_20260521,CUST_110701,2026-05-21T12:26:00Z,0.586,APPROVE,5,retail,3,APPROVE,58627.68
CASE_0521_20260306,CUST_144883,2026-03-06T08:22:00Z,0.87,APPROVE,2,private_banking,3,,201910.31
CASE_0522_20260526,CUST_175943,2026-05-26T16:18:00Z,0.93,APPROVE,3,retail,3,APPROVE,45554.46
CASE_0523_20260510,CUST_394148,2026-05-10T13:49:00Z,0.755,APPROVE,3,retail,1,,232243.38
CASE_0524_20260409,CUST_554128,2026-04-09T17:23:00Z,0.628,APPROVE,3,private_banking,3,APPROVE,212348.89
CASE_0525_20260312,CUST_285564,2026-03-12T05:57:00Z,0.706,APPROVE,2,retail,2,APPROVE,134507.25
CASE_0526_20260313,CUST_432599,2026-03-13T04:14:00Z,0.988,APPROVE,1,sme,1,EDD_REQUIRED,195959.99
CASE_0527_20260310,CUST_852080,2026-03-10T20:08:00Z,0.624,APPROVE,5,retail,1,APPROVE,206029.54
CASE_0528_20260407,CUST_885994,2026-04-07T06:08:00Z,0.901,APPROVE,1,retail,1,APPROVE,93825.84
CASE_0529_20260512,CUST_534411,2026-05-12T22:45:00Z,0.916,APPROVE,1,retail,1,REJECT,62161.09
CASE_0530_20260515,CUST_847289,2026-05-15T18:51:00Z,0.938,APPROVE,1,private_banking,1,,234450.6
CASE_0531_20260324,CUST_706264,2026-03-24T05:46:00Z,0.955,APPROVE,1,private_banking,1,,246256.57
CASE_0532_20260301,CUST_177924,2026-03-01T12:35:00Z,0.93,APPROVE,1,retail,2,,143390.95
CASE_0533_20260427,CUST_837674,2026-04-27T05:22:00Z,0.948,APPROVE,1,sme,2,,5749.82
CASE_0534_20260319,CUST_237993,2026-03-19T07:52:00Z,0.876,APPROVE,2,retail,2,APPROVE,50412.32
CASE_0535_20260314,CUST_868207,2026-03-14T20:50:00Z,0.727,APPROVE,3,retail,1,EDD_REQUIRED,161435.06
CASE_0536_20260514,CUST_215440,2026-05-14T13:51:00Z,0.889,APPROVE,3,private_banking,3,,162527.67
CASE_0537_20260403,CUST_465171,2026-04-03T19:58:00Z,0.479,APPROVE,3,retail,1,APPROVE,74840.56
CASE_0538_20260321,CUST_210396,2026-03-21T04:38:00Z,0.414,APPROVE,3,retail,1,,94181.79
CASE_0539_20260407,CUST_242095,2026-04-07T02:19:00Z,0.865,APPROVE,3,retail,2,EDD_REQUIRED,117848.75
CASE_0540_20260402,CUST_137088,2026-04-02T07:15:00Z,0.946,APPROVE,2,retail,2,,142998.54
CASE_0541_20260523,CUST_875161,2026-05-23T20:25:00Z,0.935,APPROVE,2,retail,1,APPROVE,152749.51
CASE_0542_20260320,CUST_247188,2026-03-20T00:32:00Z,0.883,APPROVE,3,private_banking,3,,100049.74
CASE_0543_20260401,CUST_200120,2026-04-01T17:00:00Z,0.863,APPROVE,3,private_banking,1,EDD_REQUIRED,48329.41
CASE_0544_20260430,CUST_615520,2026-04-30T12:50:00Z,0.906,APPROVE,3,retail,2,,170307.33
CASE_0545_20260418,CUST_766723,2026-04-18T13:08:00Z,0.892,APPROVE,3,sme,3,,55787.94
CASE_0546_20260517,CUST_637045,2026-05-17T10:35:00Z,0.96,APPROVE,1,private_banking,1,REJECT,218128.63
CASE_0547_20260511,CUST_392602,2026-05-11T15:17:00Z,0.9,APPROVE,4,retail,1,EDD_REQUIRED,181776.56
CASE_0548_20260424,CUST_766374,2026-04-24T06:08:00Z,0.854,APPROVE,2,retail,1,,180384.87
CASE_0549_20260309,CUST_256757,2026-03-09T01:28:00Z,0.862,APPROVE,4,retail,2,APPROVE,114774.01
CASE_0550_20260511,CUST_550626,2026-05-11T17:14:00Z,0.898,APPROVE,2,retail,1,,217757.59
CASE_0551_20260517,CUST_358124,2026-05-17T09:36:00Z,0.984,APPROVE,2,retail,3,EDD_REQUIRED,95623.89
CASE_0552_20260413,CUST_270753,2026-04-13T10:06:00Z,0.663,APPROVE,5,retail,4,,117940.78
CASE_0553_20260523,CUST_132299,2026-05-23T04:28:00Z,0.699,EDD_REQUIRED,4,retail,2,APPROVE,8020.45
CASE_0554_20260517,CUST_927618,2026-05-17T10:53:00Z,0.579,APPROVE,3,retail,1,,159694.81
CASE_0555_20260318,CUST_987040,2026-03-18T19:26:00Z,0.943,APPROVE,2,retail,1,APPROVE,76439.77
CASE_0556_20260326,CUST_856759,2026-03-26T17:34:00Z,0.794,APPROVE,3,retail,3,APPROVE,35937.83
CASE_0557_20260526,CUST_978033,2026-05-26T00:11:00Z,0.971,APPROVE,2,retail,2,EDD_REQUIRED,47869.46
CASE_0558_20260502,CUST_717955,2026-05-02T14:02:00Z,0.876,APPROVE,2,retail,1,APPROVE,50466.73
CASE_0559_20260404,CUST_989363,2026-04-04T23:12:00Z,0.82,APPROVE,3,sme,3,APPROVE,31657.95
CASE_0560_20260530,CUST_225953,2026-05-30T16:02:00Z,0.91,APPROVE,2,retail,2,APPROVE,150125.07
CASE_0561_20260329,CUST_233546,2026-03-29T14:15:00Z,0.959,APPROVE,1,retail,1,APPROVE,244947.28
CASE_0562_20260305,CUST_150286,2026-03-05T02:50:00Z,0.959,APPROVE,1,retail,1,,169639.75
CASE_0563_20260403,CUST_431417,2026-04-03T22:34:00Z,0.984,APPROVE,1,retail,1,,82692.33
CASE_0564_20260522,CUST_203935,2026-05-22T22:01:00Z,0.971,APPROVE,1,retail,1,APPROVE,41662.3
CASE_0565_20260328,CUST_478365,2026-03-28T13:37:00Z,0.889,APPROVE,4,retail,1,APPROVE,162941.96
CASE_0566_20260326,CUST_447635,2026-03-26T09:59:00Z,0.899,APPROVE,2,retail,2,APPROVE,2640.92
CASE_0567_20260516,CUST_375915,2026-05-16T11:41:00Z,0.766,APPROVE,2,retail,1,,155915.15
CASE_0568_20260415,CUST_376140,2026-04-15T01:11:00Z,0.988,APPROVE,2,retail,1,APPROVE,83615.76
CASE_0569_20260419,CUST_781230,2026-04-19T20:16:00Z,0.891,APPROVE,4,retail,2,REJECT,48909.8
CASE_0570_20260523,CUST_824748,2026-05-23T16:33:00Z,0.87,APPROVE,4,retail,3,APPROVE,63869.16
CASE_0571_20260409,CUST_909088,2026-04-09T05:41:00Z,0.927,APPROVE,2,retail,3,REJECT,107014.56
CASE_0572_20260430,CUST_751190,2026-04-30T13:17:00Z,0.771,APPROVE,3,retail,3,,85410.94
CASE_0573_20260501,CUST_738161,2026-05-01T07:07:00Z,0.864,APPROVE,2,retail,2,APPROVE,105586.53
CASE_0574_20260418,CUST_384551,2026-04-18T10:42:00Z,0.924,APPROVE,2,retail,2,,226297.68
CASE_0575_20260329,CUST_307262,2026-03-29T08:05:00Z,0.528,APPROVE,3,retail,2,APPROVE,107817.03
CASE_0576_20260515,CUST_511668,2026-05-15T23:17:00Z,0.937,APPROVE,2,retail,3,EDD_REQUIRED,157245.33
CASE_0577_20260417,CUST_516161,2026-04-17T20:42:00Z,0.877,APPROVE,3,sme,1,APPROVE,245561.39
CASE_0578_20260313,CUST_170425,2026-03-13T21:34:00Z,0.784,APPROVE,3,retail,1,APPROVE,121106.84
CASE_0579_20260524,CUST_483155,2026-05-24T03:35:00Z,0.628,APPROVE,4,retail,3,APPROVE,68206.26
CASE_0580_20260513,CUST_940798,2026-05-13T07:35:00Z,0.749,APPROVE,4,private_banking,1,APPROVE,224788.77
CASE_0581_20260521,CUST_700263,2026-05-21T17:07:00Z,0.492,APPROVE,3,retail,2,APPROVE,148931.65
CASE_0582_20260414,CUST_334365,2026-04-14T23:38:00Z,0.965,APPROVE,3,private_banking,2,,226392.44
CASE_0583_20260530,CUST_608634,2026-05-30T08:13:00Z,0.668,APPROVE,3,retail,1,APPROVE,167455.48
CASE_0584_20260323,CUST_542289,2026-03-23T01:41:00Z,0.852,APPROVE,3,retail,1,APPROVE,46376.96
CASE_0585_20260416,CUST_132558,2026-04-16T23:12:00Z,0.957,APPROVE,1,sme,1,APPROVE,154747.61
CASE_0586_20260311,CUST_902385,2026-03-11T20:07:00Z,0.97,APPROVE,2,retail,1,REJECT,208504.23
CASE_0587_20260503,CUST_660853,2026-05-03T23:30:00Z,0.897,APPROVE,2,private_banking,3,,104796.18
CASE_0588_20260429,CUST_134504,2026-04-29T19:14:00Z,0.962,APPROVE,2,retail,2,,216418.18
CASE_0589_20260401,CUST_776903,2026-04-01T07:48:00Z,0.985,APPROVE,1,retail,4,APPROVE,18929.06
CASE_0590_20260510,CUST_131484,2026-05-10T12:11:00Z,0.913,EDD_REQUIRED,1,sme,2,EDD_REQUIRED,104440.14
CASE_0591_20260430,CUST_462435,2026-04-30T22:45:00Z,0.9,APPROVE,3,private_banking,4,APPROVE,148198.25
CASE_0592_20260404,CUST_268007,2026-04-04T10:46:00Z,0.785,APPROVE,4,private_banking,1,APPROVE,77720.78
CASE_0593_20260530,CUST_984701,2026-05-30T13:08:00Z,0.918,APPROVE,1,sme,3,APPROVE,170369.92
CASE_0594_20260323,CUST_718937,2026-03-23T05:19:00Z,0.523,APPROVE,3,retail,1,APPROVE,61878.19
CASE_0595_20260319,CUST_624114,2026-03-19T12:07:00Z,0.547,APPROVE,3,private_banking,3,,138763.07
CASE_0596_20260410,CUST_551350,2026-04-10T09:25:00Z,0.695,APPROVE,5,retail,4,,167855.36
CASE_0597_20260304,CUST_881852,2026-03-04T03:02:00Z,0.934,APPROVE,2,retail,4,APPROVE,166186.15
CASE_0598_20260328,CUST_377247,2026-03-28T05:17:00Z,0.746,APPROVE,3,private_banking,1,,167124.73
CASE_0599_20260404,CUST_761634,2026-04-04T07:44:00Z,0.898,APPROVE,4,private_banking,1,REJECT,195882.01
CASE_0600_20260421,CUST_838615,2026-04-21T05:33:00Z,0.441,APPROVE,4,retail,1,APPROVE,9809.52
CASE_0601_20260515,CUST_752713,2026-05-15T23:52:00Z,0.968,APPROVE,1,retail,4,REJECT,190359.18
CASE_0602_20260516,CUST_452804,2026-05-16T14:09:00Z,0.858,APPROVE,2,retail,1,REJECT,193746.71
CASE_0603_20260321,CUST_595025,2026-03-21T14:54:00Z,0.89,APPROVE,3,private_banking,2,,225550.2
CASE_0604_20260523,CUST_798507,2026-05-23T23:28:00Z,0.455,APPROVE,5,retail,1,APPROVE,247395.75
CASE_0605_20260325,CUST_603112,2026-03-25T13:49:00Z,0.99,APPROVE,2,retail,3,APPROVE,9518.86
CASE_0606_20260317,CUST_362212,2026-03-17T19:31:00Z,0.971,APPROVE,1,retail,2,APPROVE,153159.23
CASE_0607_20260508,CUST_638553,2026-05-08T06:02:00Z,0.95,APPROVE,1,retail,3,APPROVE,142464.5
CASE_0608_20260308,CUST_823877,2026-03-08T17:49:00Z,0.955,APPROVE,3,retail,4,,211004.82
CASE_0609_20260305,CUST_117999,2026-03-05T22:56:00Z,0.961,APPROVE,1,retail,2,APPROVE,51944.21
CASE_0610_20260525,CUST_917863,2026-05-25T19:24:00Z,0.705,APPROVE,4,retail,1,EDD_REQUIRED,242667.28
CASE_0611_20260321,CUST_179634,2026-03-21T23:44:00Z,0.793,APPROVE,2,sme,2,,191062.06
CASE_0612_20260430,CUST_273183,2026-04-30T09:05:00Z,0.981,APPROVE,2,sme,1,,19853.94
CASE_0613_20260523,CUST_578133,2026-05-23T23:02:00Z,0.885,APPROVE,4,private_banking,2,APPROVE,10723.01
CASE_0614_20260421,CUST_807701,2026-04-21T17:01:00Z,0.749,APPROVE,2,retail,4,APPROVE,233893.61
CASE_0615_20260324,CUST_991334,2026-03-24T00:42:00Z,0.695,APPROVE,3,retail,2,,229657.09
CASE_0616_20260527,CUST_800655,2026-05-27T03:05:00Z,0.918,APPROVE,2,retail,4,APPROVE,131339.42
CASE_0617_20260410,CUST_843899,2026-04-10T01:32:00Z,0.638,APPROVE,4,private_banking,1,REJECT,176803.36
CASE_0618_20260312,CUST_844823,2026-03-12T11:24:00Z,0.895,APPROVE,4,retail,3,APPROVE,61340.43
CASE_0619_20260528,CUST_535406,2026-05-28T07:22:00Z,0.619,APPROVE,5,retail,1,,160797.66
CASE_0620_20260322,CUST_902696,2026-03-22T14:24:00Z,0.632,APPROVE,5,sme,3,REJECT,90620.84
CASE_0621_20260321,CUST_843819,2026-03-21T10:30:00Z,0.926,APPROVE,1,private_banking,3,,7678.24
CASE_0622_20260416,CUST_506976,2026-04-16T11:46:00Z,0.781,APPROVE,3,retail,3,,158548.67
CASE_0623_20260312,CUST_974202,2026-03-12T02:26:00Z,0.917,APPROVE,2,retail,2,,198986.27
CASE_0624_20260508,CUST_128531,2026-05-08T07:25:00Z,0.865,APPROVE,3,retail,1,EDD_REQUIRED,19379.36
CASE_0625_20260307,CUST_502426,2026-03-07T22:15:00Z,0.413,APPROVE,4,retail,3,,63515.33
CASE_0626_20260308,CUST_781774,2026-03-08T06:44:00Z,0.949,APPROVE,1,retail,4,,181853.59
CASE_0627_20260526,CUST_490196,2026-05-26T16:14:00Z,0.671,APPROVE,3,retail,3,EDD_REQUIRED,62245.72
CASE_0628_20260505,CUST_586899,2026-05-05T04:55:00Z,0.619,APPROVE,5,private_banking,3,,21678.71
CASE_0629_20260416,CUST_177333,2026-04-16T09:19:00Z,0.942,APPROVE,1,retail,1,APPROVE,35075.15
CASE_0630_20260425,CUST_592447,2026-04-25T03:31:00Z,0.783,APPROVE,3,sme,2,,130160.23
CASE_0631_20260521,CUST_662253,2026-05-21T09:03:00Z,0.832,APPROVE,3,retail,1,APPROVE,169361.96
CASE_0632_20260510,CUST_691441,2026-05-10T04:44:00Z,0.916,APPROVE,3,retail,4,APPROVE,178617.86
CASE_0633_20260318,CUST_600484,2026-03-18T09:25:00Z,0.967,APPROVE,1,private_banking,2,APPROVE,72117.07
CASE_0634_20260428,CUST_698154,2026-04-28T11:42:00Z,0.948,APPROVE,2,retail,1,REJECT,245962.9
CASE_0635_20260304,CUST_450057,2026-03-04T14:15:00Z,0.814,APPROVE,3,retail,2,APPROVE,157129.16
CASE_0636_20260508,CUST_185024,2026-05-08T10:06:00Z,0.962,APPROVE,1,retail,3,,179105.35
CASE_0637_20260423,CUST_632019,2026-04-23T07:10:00Z,0.404,APPROVE,4,retail,1,,109202.42
CASE_0638_20260305,CUST_667808,2026-03-05T11:20:00Z,0.674,APPROVE,5,retail,2,,13713.19
CASE_0639_20260530,CUST_812208,2026-05-30T07:17:00Z,0.906,APPROVE,1,private_banking,4,REJECT,237552.29
CASE_0640_20260420,CUST_800891,2026-04-20T03:48:00Z,0.504,REJECT,5,retail,3,APPROVE,60157.88
CASE_0641_20260506,CUST_803971,2026-05-06T01:50:00Z,0.623,APPROVE,3,retail,3,APPROVE,112030.13
CASE_0642_20260402,CUST_769349,2026-04-02T07:49:00Z,0.901,APPROVE,1,retail,1,,21271.1
CASE_0643_20260315,CUST_500490,2026-03-15T20:39:00Z,0.985,APPROVE,2,retail,2,REJECT,42030.82
CASE_0644_20260315,CUST_875024,2026-03-15T22:49:00Z,0.871,APPROVE,3,retail,2,EDD_REQUIRED,7915.22
CASE_0645_20260506,CUST_787150,2026-05-06T20:20:00Z,0.853,APPROVE,3,retail,1,,184255.75
CASE_0646_20260408,CUST_794357,2026-04-08T11:25:00Z,0.863,REJECT,3,retail,1,APPROVE,67688.63
CASE_0647_20260428,CUST_981238,2026-04-28T08:23:00Z,0.923,APPROVE,1,retail,1,APPROVE,238146.83
CASE_0648_20260501,CUST_644370,2026-05-01T15:07:00Z,0.926,APPROVE,1,retail,2,,122719.21
CASE_0649_20260415,CUST_256381,2026-04-15T14:36:00Z,0.923,APPROVE,1,sme,2,APPROVE,107298.33
CASE_0650_20260417,CUST_349551,2026-04-17T13:04:00Z,0.405,APPROVE,5,retail,1,APPROVE,186003.81
CASE_0651_20260311,CUST_773342,2026-03-11T00:50:00Z,0.898,APPROVE,3,retail,2,,210833.0
CASE_0652_20260411,CUST_552098,2026-04-11T12:19:00Z,0.947,APPROVE,1,retail,2,,55993.28
CASE_0653_20260507,CUST_436508,2026-05-07T12:22:00Z,0.926,APPROVE,1,retail,1,APPROVE,66122.75
CASE_0654_20260525,CUST_837586,2026-05-25T03:36:00Z,0.503,APPROVE,5,retail,4,APPROVE,40302.45
CASE_0655_20260410,CUST_877899,2026-04-10T15:49:00Z,0.925,APPROVE,1,retail,2,REJECT,197123.61
CASE_0656_20260420,CUST_628027,2026-04-20T17:55:00Z,0.956,APPROVE,3,retail,3,EDD_REQUIRED,158435.1
CASE_0657_20260405,CUST_325760,2026-04-05T07:04:00Z,0.58,APPROVE,4,retail,4,APPROVE,88569.54
CASE_0658_20260520,CUST_786258,2026-05-20T01:39:00Z,0.8,APPROVE,2,sme,3,APPROVE,173999.43
CASE_0659_20260514,CUST_676041,2026-05-14T17:32:00Z,0.96,APPROVE,1,retail,1,,11926.2
CASE_0660_20260509,CUST_186964,2026-05-09T06:57:00Z,0.924,APPROVE,2,private_banking,2,APPROVE,119382.77
CASE_0661_20260405,CUST_254083,2026-04-05T09:02:00Z,0.675,APPROVE,5,retail,2,,194100.47
CASE_0662_20260411,CUST_457573,2026-04-11T03:09:00Z,0.978,EDD_REQUIRED,1,retail,3,EDD_REQUIRED,242225.32
CASE_0663_20260517,CUST_738397,2026-05-17T23:17:00Z,0.709,APPROVE,3,retail,3,APPROVE,63364.34
CASE_0664_20260506,CUST_251518,2026-05-06T12:10:00Z,0.853,APPROVE,2,retail,3,,202012.2
CASE_0665_20260325,CUST_957652,2026-03-25T14:30:00Z,0.7,APPROVE,4,retail,1,APPROVE,112388.02
CASE_0666_20260331,CUST_241493,2026-03-31T15:54:00Z,0.986,APPROVE,1,retail,2,APPROVE,168649.57
CASE_0667_20260504,CUST_334555,2026-05-04T02:06:00Z,0.732,APPROVE,2,retail,4,APPROVE,102561.78
CASE_0668_20260323,CUST_792223,2026-03-23T00:53:00Z,0.867,APPROVE,2,retail,1,REJECT,104801.08
CASE_0669_20260329,CUST_553611,2026-03-29T11:39:00Z,0.979,APPROVE,1,retail,1,,17702.61
CASE_0670_20260405,CUST_373202,2026-04-05T00:23:00Z,0.923,APPROVE,3,retail,1,,212391.91
CASE_0671_20260428,CUST_686853,2026-04-28T11:03:00Z,0.884,REJECT,2,private_banking,2,APPROVE,229583.08
CASE_0672_20260307,CUST_289466,2026-03-07T06:06:00Z,0.975,APPROVE,3,private_banking,1,APPROVE,86402.6
CASE_0673_20260412,CUST_488722,2026-04-12T01:05:00Z,0.546,APPROVE,4,private_banking,3,APPROVE,22344.99
CASE_0674_20260307,CUST_925017,2026-03-07T15:01:00Z,0.719,APPROVE,3,retail,2,,122713.57
CASE_0675_20260301,CUST_985758,2026-03-01T13:06:00Z,0.912,APPROVE,1,private_banking,1,APPROVE,28485.1
CASE_0676_20260424,CUST_141280,2026-04-24T22:49:00Z,0.89,APPROVE,3,private_banking,4,APPROVE,48630.63
CASE_0677_20260509,CUST_356226,2026-05-09T02:18:00Z,0.944,APPROVE,1,retail,3,REJECT,116670.37
CASE_0678_20260530,CUST_748170,2026-05-30T02:44:00Z,0.862,APPROVE,3,retail,2,APPROVE,161185.97
CASE_0679_20260407,CUST_797891,2026-04-07T18:41:00Z,0.448,APPROVE,3,retail,1,,55015.14
CASE_0680_20260418,CUST_105373,2026-04-18T21:18:00Z,0.473,APPROVE,4,retail,1,APPROVE,160796.14
CASE_0681_20260309,CUST_506077,2026-03-09T20:47:00Z,0.852,APPROVE,3,retail,1,,201954.29
CASE_0682_20260417,CUST_689825,2026-04-17T08:34:00Z,0.874,APPROVE,3,retail,1,APPROVE,141052.01
CASE_0683_20260526,CUST_789374,2026-05-26T06:33:00Z,0.945,APPROVE,1,private_banking,1,APPROVE,48645.93
CASE_0684_20260405,CUST_252706,2026-04-05T06:14:00Z,0.431,APPROVE,4,retail,3,REJECT,216183.03
CASE_0685_20260504,CUST_946246,2026-05-04T16:58:00Z,0.826,APPROVE,3,retail,1,,149105.07
CASE_0686_20260315,CUST_981278,2026-03-15T13:28:00Z,0.937,EDD_REQUIRED,1,sme,1,EDD_REQUIRED,22538.98
CASE_0687_20260507,CUST_121017,2026-05-07T10:31:00Z,0.963,APPROVE,1,retail,1,REJECT,233811.74
CASE_0688_20260416,CUST_128299,2026-04-16T21:56:00Z,0.763,EDD_REQUIRED,3,retail,4,EDD_REQUIRED,13022.62
CASE_0689_20260521,CUST_439952,2026-05-21T22:02:00Z,0.502,APPROVE,4,retail,3,,38567.74
CASE_0690_20260320,CUST_100173,2026-03-20T05:27:00Z,0.829,APPROVE,3,sme,2,EDD_REQUIRED,120273.84
CASE_0691_20260504,CUST_105749,2026-05-04T14:53:00Z,0.743,APPROVE,3,retail,1,APPROVE,67356.17
CASE_0692_20260426,CUST_350489,2026-04-26T05:07:00Z,0.962,APPROVE,1,retail,1,EDD_REQUIRED,11789.08
CASE_0693_20260402,CUST_625278,2026-04-02T14:02:00Z,0.941,APPROVE,3,sme,2,,226056.77
CASE_0694_20260325,CUST_110834,2026-03-25T16:40:00Z,0.856,APPROVE,3,retail,1,,137065.81
CASE_0695_20260505,CUST_401132,2026-05-05T00:32:00Z,0.642,APPROVE,4,retail,4,EDD_REQUIRED,176871.79
