run_id,agent_id,started_at,ended_at,status,total_tool_calls,total_cost_usd,blast_radius,duration_s,customer_id_hash
RUN_00385,loan_pkg_v4,2026-04-02T06:00:08Z,2026-04-02T06:00:27Z,FAILED_RETRYABLE,8,1.8314,8,19,CUST_741134
RUN_00386,claims_triage_v3,2026-04-29T16:45:34Z,2026-04-29T16:47:58Z,COMPLETED,5,0.5953,5,144,CUST_188979
RUN_00387,loan_pkg_v4,2026-04-27T17:19:08Z,2026-04-27T17:19:53Z,COMPLETED,10,1.8152,10,45,CUST_104278
RUN_00388,loan_pkg_v4,2026-04-12T20:23:03Z,2026-04-12T20:23:12Z,COMPLETED,8,1.1911,8,9,CUST_725168
RUN_00389,loan_pkg_v4,2026-04-02T23:50:52Z,2026-04-02T23:51:15Z,COMPLETED,8,1.2771,8,23,CUST_419557
RUN_00390,dispute_recon_v1,2026-04-20T03:56:31Z,2026-04-20T03:56:37Z,COMPLETED,4,0.4101,4,6,CUST_856620
RUN_00391,claims_triage_v3,2026-04-14T03:21:01Z,2026-04-14T03:21:25Z,COMPLETED,6,0.7579,6,24,CUST_977806
RUN_00392,kyc_refresh_v2,2026-04-17T14:55:21Z,2026-04-17T14:55:26Z,COMPLETED,4,0.443,4,5,CUST_342659
RUN_00393,claims_triage_v3,2026-04-01T07:19:08Z,2026-04-01T07:19:53Z,BOUNDED_BY_AGENTWATCH,60,85.0,60,280,CUST_921506
RUN_00394,claims_triage_v3,2026-04-03T13:44:09Z,2026-04-03T13:44:19Z,COMPLETED,5,0.5773,5,10,CUST_600091
RUN_00395,loan_pkg_v4,2026-04-20T09:13:47Z,2026-04-20T09:14:10Z,COMPLETED,16,5.12,16,350,CUST_324188
RUN_00396,loan_pkg_v4,2026-04-23T21:15:49Z,2026-04-23T21:16:08Z,COMPLETED,5,1.3761,5,19,CUST_294943
RUN_00397,kyc_refresh_v2,2026-04-07T07:25:33Z,2026-04-07T07:25:54Z,COMPLETED,4,0.5707,4,21,CUST_929554
RUN_00398,loan_pkg_v4,2026-04-12T11:21:27Z,2026-04-12T11:21:50Z,COMPLETED,8,1.2179,8,23,CUST_501486
RUN_00399,loan_pkg_v4,2026-04-01T19:28:44Z,2026-04-01T19:29:04Z,COMPLETED,9,2.5361,9,20,CUST_854026
RUN_00400,loan_pkg_v4,2026-04-19T00:07:23Z,2026-04-19T00:08:50Z,COMPLETED,8,2.0905,8,87,CUST_647188
RUN_00401,claims_triage_v3,2026-04-14T16:33:28Z,2026-04-14T16:35:49Z,COMPLETED,9,1.3497,9,141,CUST_304897
RUN_00402,loan_pkg_v4,2026-04-01T07:33:46Z,2026-04-01T07:35:15Z,FAILED_RETRYABLE,6,0.8657,6,89,CUST_922308
RUN_00403,claims_triage_v3,2026-04-15T21:50:54Z,2026-04-15T21:51:39Z,COMPLETED,6,1.0982,6,45,CUST_422891
RUN_00404,dispute_recon_v1,2026-04-13T22:07:58Z,2026-04-13T22:09:25Z,COMPLETED,10,0.6089,10,87,CUST_646975
RUN_00405,claims_triage_v3,2026-04-06T01:44:18Z,2026-04-06T01:46:38Z,COMPLETED,4,0.712,4,140,CUST_663065
RUN_00406,claims_triage_v3,2026-04-20T13:29:08Z,2026-04-20T13:29:32Z,COMPLETED,4,0.5828,4,24,CUST_775486
RUN_00407,claims_triage_v3,2026-04-16T19:15:22Z,2026-04-16T19:21:43Z,COMPLETED,6,0.5102,6,381,CUST_743589
RUN_00408,loan_pkg_v4,2026-04-26T05:42:08Z,2026-04-26T05:42:28Z,FAILED_RETRYABLE,9,2.067,9,20,CUST_319351
RUN_00409,dispute_recon_v1,2026-04-07T16:58:36Z,2026-04-07T16:58:44Z,COMPLETED,4,0.3431,4,8,CUST_859102
RUN_00410,dispute_recon_v1,2026-04-25T09:05:33Z,2026-04-25T09:05:42Z,COMPLETED,3,0.2084,3,9,CUST_838444
RUN_00411,loan_pkg_v4,2026-04-10T02:35:23Z,2026-04-10T02:36:53Z,COMPLETED,13,4.16,13,350,CUST_633867
RUN_00412,kyc_refresh_v2,2026-04-11T07:59:11Z,2026-04-11T07:59:16Z,COMPLETED,5,0.5627,5,5,CUST_476667
RUN_00413,claims_triage_v3,2026-04-06T07:12:59Z,2026-04-06T07:13:43Z,COMPLETED,9,0.9374,9,44,CUST_422012
RUN_00414,claims_triage_v3,2026-04-18T18:22:16Z,2026-04-18T18:23:03Z,FAILED_RETRYABLE,5,0.5808,5,47,CUST_688677
RUN_00415,dispute_recon_v1,2026-04-19T10:43:01Z,2026-04-19T10:43:47Z,COMPLETED,8,0.9341,8,46,CUST_836698
RUN_00416,claims_triage_v3,2026-04-10T08:52:44Z,2026-04-10T08:53:03Z,COMPLETED,6,0.8493,6,19,CUST_811584
RUN_00417,kyc_refresh_v2,2026-04-08T03:35:06Z,2026-04-08T03:41:23Z,COMPLETED,4,0.3549,4,377,CUST_984534
RUN_00418,dispute_recon_v1,2026-04-16T15:20:45Z,2026-04-16T15:22:13Z,COMPLETED,4,0.4094,4,88,CUST_966318
RUN_00419,loan_pkg_v4,2026-04-18T18:17:23Z,2026-04-18T18:17:45Z,COMPLETED,9,1.5321,9,22,CUST_494074
RUN_00420,loan_pkg_v4,2026-04-17T16:50:29Z,2026-04-17T16:51:57Z,COMPLETED,8,1.2666,8,88,CUST_912725
RUN_00421,kyc_refresh_v2,2026-04-23T13:16:36Z,2026-04-23T13:17:23Z,COMPLETED,7,0.5203,7,47,CUST_809773
RUN_00422,kyc_refresh_v2,2026-04-06T15:20:17Z,2026-04-06T15:20:22Z,COMPLETED,6,0.4011,6,5,CUST_920548
RUN_00423,dispute_recon_v1,2026-04-21T17:32:40Z,2026-04-21T17:32:46Z,COMPLETED,6,0.6442,6,6,CUST_132040
RUN_00424,kyc_refresh_v2,2026-04-19T01:33:09Z,2026-04-19T01:34:37Z,COMPLETED,2,0.2805,2,88,CUST_808495
RUN_00425,claims_triage_v3,2026-04-12T08:04:24Z,2026-04-12T08:04:29Z,COMPLETED,6,0.8584,6,5,CUST_219049
RUN_00426,kyc_refresh_v2,2026-04-17T14:43:25Z,2026-04-17T14:44:53Z,COMPLETED,4,0.3598,4,88,CUST_311300
RUN_00427,loan_pkg_v4,2026-04-21T20:13:01Z,2026-04-21T20:13:24Z,COMPLETED,8,2.1304,8,23,CUST_531203
RUN_00428,claims_triage_v3,2026-04-28T17:26:46Z,2026-04-28T17:27:33Z,COMPLETED,7,1.2469,7,47,CUST_271036
RUN_00429,kyc_refresh_v2,2026-04-24T05:59:18Z,2026-04-24T05:59:39Z,COMPLETED,1,0.1298,1,21,CUST_788400
RUN_00430,loan_pkg_v4,2026-04-09T06:06:56Z,2026-04-09T06:13:16Z,COMPLETED,6,1.5049,6,380,CUST_789551
RUN_00431,claims_triage_v3,2026-04-27T04:11:40Z,2026-04-27T04:11:46Z,COMPLETED,6,0.8701,6,6,CUST_234383
RUN_00432,dispute_recon_v1,2026-04-07T17:23:38Z,2026-04-07T17:24:02Z,TIMEOUT,7,0.7588,7,24,CUST_867532
RUN_00433,claims_triage_v3,2026-04-02T01:08:30Z,2026-04-02T01:09:14Z,COMPLETED,9,0.8747,9,44,CUST_164231
RUN_00434,dispute_recon_v1,2026-04-17T19:41:34Z,2026-04-17T19:41:58Z,COMPLETED,3,0.3117,3,24,CUST_913084
RUN_00435,loan_pkg_v4,2026-04-15T13:58:14Z,2026-04-15T13:59:44Z,COMPLETED,6,1.3605,6,90,CUST_337636
RUN_00436,claims_triage_v3,2026-04-17T01:13:55Z,2026-04-17T01:20:13Z,COMPLETED,5,0.6633,5,378,CUST_847731
RUN_00437,loan_pkg_v4,2026-04-01T11:10:44Z,2026-04-01T11:11:05Z,COMPLETED,5,1.036,5,21,CUST_238478
RUN_00438,kyc_refresh_v2,2026-04-23T03:45:18Z,2026-04-23T03:45:23Z,FAILED_RETRYABLE,10,60,10,350,CUST_606908
RUN_00439,dispute_recon_v1,2026-04-23T11:41:25Z,2026-04-23T11:41:45Z,COMPLETED,5,0.472,5,20,CUST_388534
RUN_00440,kyc_refresh_v2,2026-04-14T14:21:43Z,2026-04-14T14:22:28Z,COMPLETED,4,0.5223,4,45,CUST_417690
RUN_00441,dispute_recon_v1,2026-04-22T10:13:40Z,2026-04-22T10:13:49Z,COMPLETED,5,0.4923,5,9,CUST_882690
RUN_00442,dispute_recon_v1,2026-04-01T22:01:31Z,2026-04-01T22:02:15Z,COMPLETED,4,0.3303,4,44,CUST_988242
RUN_00443,loan_pkg_v4,2026-04-30T20:38:35Z,2026-04-30T20:39:20Z,COMPLETED,7,1.3824,7,45,CUST_374188
RUN_00444,claims_triage_v3,2026-04-14T15:37:03Z,2026-04-14T15:37:11Z,COMPLETED,5,0.4224,5,8,CUST_160315
RUN_00445,dispute_recon_v1,2026-04-25T01:41:12Z,2026-04-25T01:47:30Z,COMPLETED,4,0.2425,4,378,CUST_228509
RUN_00446,claims_triage_v3,2026-04-24T02:50:24Z,2026-04-24T02:50:32Z,COMPLETED,7,0.7559,7,8,CUST_816461
RUN_00447,dispute_recon_v1,2026-04-04T01:15:11Z,2026-04-04T01:15:58Z,COMPLETED,3,0.2887,3,47,CUST_690355
RUN_00448,loan_pkg_v4,2026-04-04T21:59:07Z,2026-04-04T22:00:32Z,COMPLETED,9,2.1604,9,85,CUST_436809
RUN_00449,kyc_refresh_v2,2026-04-03T10:04:43Z,2026-04-03T10:06:10Z,COMPLETED,7,0.5649,7,87,CUST_566717
RUN_00450,claims_triage_v3,2026-04-14T13:38:38Z,2026-04-14T13:38:44Z,COMPLETED,4,0.6665,4,6,CUST_456239
RUN_00451,dispute_recon_v1,2026-04-28T23:13:40Z,2026-04-28T23:14:28Z,COMPLETED,2,0.1596,2,48,CUST_260006
RUN_00452,loan_pkg_v4,2026-04-10T23:50:54Z,2026-04-10T23:51:14Z,COMPLETED,7,1.8304,7,20,CUST_659355
RUN_00453,claims_triage_v3,2026-04-05T02:55:57Z,2026-04-05T02:56:21Z,COMPLETED,5,0.486,5,24,CUST_886580
RUN_00454,loan_pkg_v4,2026-04-05T23:17:15Z,2026-04-05T23:18:42Z,COMPLETED,4,0.7256,4,87,CUST_570167
RUN_00455,dispute_recon_v1,2026-04-30T16:39:49Z,2026-04-30T16:40:37Z,COMPLETED,6,0.6321,6,48,CUST_708610
RUN_00456,claims_triage_v3,2026-04-20T03:06:18Z,2026-04-20T03:06:26Z,COMPLETED,3,0.281,3,8,CUST_234881
RUN_00457,claims_triage_v3,2026-04-01T03:55:42Z,2026-04-01T03:56:28Z,COMPLETED,6,1.0847,6,46,CUST_124253
RUN_00458,dispute_recon_v1,2026-04-19T21:39:37Z,2026-04-19T21:40:22Z,COMPLETED,2,0.1147,2,45,CUST_570165
RUN_00459,kyc_refresh_v2,2026-04-24T23:45:20Z,2026-04-24T23:46:09Z,COMPLETED,5,0.3163,5,49,CUST_691025
RUN_00460,dispute_recon_v1,2026-04-30T01:18:07Z,2026-04-30T01:18:53Z,COMPLETED,3,0.2883,3,46,CUST_680020
RUN_00461,dispute_recon_v1,2026-04-17T15:50:44Z,2026-04-17T15:52:11Z,TIMEOUT,4,0.4259,4,87,CUST_541158
RUN_00462,kyc_refresh_v2,2026-04-02T09:16:47Z,2026-04-02T09:16:53Z,COMPLETED,5,0.3898,5,6,CUST_352158
RUN_00463,loan_pkg_v4,2026-04-03T03:16:07Z,2026-04-03T03:18:26Z,COMPLETED,8,2.2277,8,139,CUST_688507
RUN_00464,dispute_recon_v1,2026-04-08T00:29:27Z,2026-04-08T00:30:14Z,COMPLETED,2,0.19,2,47,CUST_867279
RUN_00465,dispute_recon_v1,2026-04-05T20:40:30Z,2026-04-05T20:41:59Z,COMPLETED,2,0.2148,2,89,CUST_648717
RUN_00466,dispute_recon_v1,2026-04-15T18:21:11Z,2026-04-15T18:21:18Z,COMPLETED,5,0.6334,5,7,CUST_947196
RUN_00467,kyc_refresh_v2,2026-04-05T16:53:45Z,2026-04-05T16:53:53Z,COMPLETED,9,0.9561,9,8,CUST_179418
RUN_00468,dispute_recon_v1,2026-04-21T13:52:20Z,2026-04-21T13:53:49Z,COMPLETED,4,0.3991,4,89,CUST_842617
RUN_00469,loan_pkg_v4,2026-04-04T17:15:57Z,2026-04-04T17:17:24Z,COMPLETED,7,0.9305,7,87,CUST_636861
RUN_00470,loan_pkg_v4,2026-04-25T16:43:44Z,2026-04-25T16:44:31Z,COMPLETED,6,0.8355,6,47,CUST_278492
RUN_00471,claims_triage_v3,2026-04-30T09:00:56Z,2026-04-30T09:01:19Z,COMPLETED,6,0.9609,6,23,CUST_473845
RUN_00472,loan_pkg_v4,2026-04-02T22:19:52Z,2026-04-02T22:22:16Z,COMPLETED,7,1.6093,7,144,CUST_652346
RUN_00473,dispute_recon_v1,2026-04-07T04:25:49Z,2026-04-07T04:26:33Z,COMPLETED,4,0.4147,4,44,CUST_280092
RUN_00474,dispute_recon_v1,2026-04-18T22:01:58Z,2026-04-18T22:02:44Z,COMPLETED,6,0.4165,6,46,CUST_187456
RUN_00475,kyc_refresh_v2,2026-04-15T04:50:24Z,2026-04-15T04:51:09Z,COMPLETED,6,0.8022,6,45,CUST_154876
RUN_00476,claims_triage_v3,2026-04-24T11:49:50Z,2026-04-24T11:50:35Z,COMPLETED,4,0.6451,4,45,CUST_221301
RUN_00477,claims_triage_v3,2026-04-03T17:09:16Z,2026-04-03T17:09:40Z,COMPLETED,5,0.6509,5,24,CUST_431103
RUN_00478,dispute_recon_v1,2026-04-12T04:55:15Z,2026-04-12T04:55:24Z,COMPLETED,9,0.6323,9,9,CUST_923900
RUN_00479,dispute_recon_v1,2026-04-04T09:04:26Z,2026-04-04T09:05:51Z,COMPLETED,6,0.6127,6,85,CUST_266361
RUN_00480,claims_triage_v3,2026-04-08T13:38:36Z,2026-04-08T13:39:20Z,COMPLETED,6,1.0328,6,44,CUST_615706
RUN_00481,claims_triage_v3,2026-04-22T09:39:38Z,2026-04-22T09:42:01Z,COMPLETED,8,1.4939,8,143,CUST_761307
RUN_00482,kyc_refresh_v2,2026-04-06T01:03:08Z,2026-04-06T01:03:16Z,COMPLETED,5,0.4512,5,8,CUST_732465
RUN_00483,claims_triage_v3,2026-04-22T15:14:54Z,2026-04-22T15:15:18Z,FAILED_RETRYABLE,3,0.5657,3,24,CUST_728614
RUN_00484,claims_triage_v3,2026-04-19T18:04:33Z,2026-04-19T18:05:22Z,COMPLETED,5,0.7627,5,49,CUST_371828
RUN_00485,claims_triage_v3,2026-04-22T16:08:17Z,2026-04-22T16:09:03Z,COMPLETED,4,0.6605,4,46,CUST_464139
RUN_00486,claims_triage_v3,2026-04-16T02:46:13Z,2026-04-16T02:46:20Z,COMPLETED,4,0.4274,4,7,CUST_224397
RUN_00487,dispute_recon_v1,2026-04-15T05:00:27Z,2026-04-15T05:01:53Z,COMPLETED,2,0.254,2,86,CUST_518346
RUN_00488,claims_triage_v3,2026-04-29T12:46:06Z,2026-04-29T12:46:26Z,COMPLETED,6,0.8955,6,20,CUST_477921
RUN_00489,kyc_refresh_v2,2026-04-08T05:16:15Z,2026-04-08T05:16:23Z,COMPLETED,8,0.7393,8,8,CUST_252142
RUN_00490,claims_triage_v3,2026-04-02T03:47:56Z,2026-04-02T03:48:20Z,COMPLETED,7,1.1025,7,24,CUST_840536
RUN_00491,claims_triage_v3,2026-04-05T23:40:03Z,2026-04-05T23:41:32Z,COMPLETED,7,1.0532,7,89,CUST_988138
RUN_00492,claims_triage_v3,2026-04-11T06:21:27Z,2026-04-11T06:21:46Z,COMPLETED,6,0.5594,6,19,CUST_239472
RUN_00493,claims_triage_v3,2026-04-15T21:44:49Z,2026-04-15T21:45:35Z,COMPLETED,3,0.4541,3,46,CUST_490075
RUN_00494,claims_triage_v3,2026-04-24T12:57:15Z,2026-04-24T12:57:39Z,COMPLETED,3,0.4496,3,24,CUST_115614
RUN_00495,claims_triage_v3,2026-04-26T23:00:39Z,2026-04-26T23:00:58Z,COMPLETED,3,0.4734,3,19,CUST_772033
RUN_00496,loan_pkg_v4,2026-04-16T18:27:45Z,2026-04-16T18:28:34Z,COMPLETED,6,1.2677,6,49,CUST_601784
RUN_00497,dispute_recon_v1,2026-04-07T10:22:11Z,2026-04-07T10:22:58Z,COMPLETED,12,1.32,12,350,CUST_671580
RUN_00498,claims_triage_v3,2026-04-24T02:59:28Z,2026-04-24T02:59:48Z,COMPLETED,10,1.5361,10,20,CUST_679102
RUN_00499,claims_triage_v3,2026-04-13T11:53:30Z,2026-04-13T11:54:55Z,COMPLETED,5,0.6387,5,85,CUST_112674
RUN_00500,claims_triage_v3,2026-04-06T16:10:47Z,2026-04-06T16:11:34Z,FAILED_RETRYABLE,11,1.32,11,350,CUST_472745
